ser,country,q101,q102,q103,q2011,q2012,q2013,q2014,q2015,q202,q204,q205,q206,q207,q210,q211,q212,q2131,q2132,q2133,q2134,q2135,q214,q215,q216,q217,q219,q221,q222,q224,q2251,q2252,q226,q227,q228,q2301,q2302,q2311,q2312,q2321,q2322,q2323,q2324,q234,q235,q236,q237,q238,q239,q240,q241,q242,q243,q244,q2451,q2452,q2453,q2454,q2461,q2462,q2463,q2464,q2471,q2472,q2473,q2474,q2475,q2476,q248withoutpalestine,q248donlypalestine,q249withoutpalestine,q249onlypalestine,q2501,q2502,q2511,q2512,q2513,q2514,q252,q253,q254,q2551,q2552,q2553,q2554,q2561,q2562,q2563,q2564,q2565,q2571,q2572,q301,q3021,q3022,q3031,q3032,q3033,q304,q305,q306,q4011,q4012,q4013,q4014,q4021,q4022,q4023,q501,q5021,q5022,q5023,q5024,q5025,q5026,q503,q5041,q5042,q5043,q5044,q5045,q5046,q5051,q5052,q5053,q5054,q5055,q5056,q5057,q5061,q5062,q5063,q5071,q5072,q5073,q5074,q5075,q601,q602,q6031,q6032,q6033,q6034,q6035,q604,q605,q606,q607,q608,q609,q610,q611,q612,q6131,q6132,q6133,q701,q701agecategories,q702,q703,q703dichotomous,q704,q705,q706,q707,q708,q709,q710,q711,q712,q713,q714,q714a,q715withoutmorocco,q716withoutmorocco,V715onlymorocco,V716onlymorocco,q715incomedeciles,q716incomedeciles,q717
655,1,1,1,2,2,3,2,2,2,2,2,1,1,99,1,3,1,2,1,2,3,2,1,1,2,1,3,3,5,5,2,3,2, ,1,1,3,2,4,2,1,1,1,2,8,6,9,7,9,9,10,9,8,9,2,1,1,1,3,4,3,2,2,3,2,1,2,1,1,100,2,100,2,2,2,1,2,1,3,3,2,1,2,1,2,1,2,1,1,2,1,1,2,6,4,2,1,2,2,5,1,1,2,2,3,1,1,4,3,1,1,2,1,1,1,1,1,2,1,1,2,4,1,1,1,2,3,2,1,1,2,1,1,2,2,1,1,3,3,1,1,1,1,1,3,98,4,99,99,2,1,1, ,1,1,1,39,3,1,6,1,1, ,1,3,1,2,13,1,1,1,3,1,220,220,100,100,7,5,1
253,1,1,1,2,3,2,1,1,2,2,2,3,2,2,2,1,2,1,5,2,3,4,1,1,2,1,3,2,5,4,4,3,1,4,2,3,3,2,4,1,1,3,4,1,7,5,4,7,7,7,10,5,4,4,1,2,1,1,3,2,4,3,2,3,1,1,2,4,5,100,2,100,2,2,2,3,2,4,3,4,3,3,4,2,1,2,4,2,1,1,1,1,3,2,4,2,2,1,3,5,2,3,1,1,2,3,2,1,2,2,2,1,1,1,1,4,3,2,1,3,2,1,1,2,2,3,4,2,4,2,1,1,1,2,1,1,1,2,4,2,2,1,1,1,1,2,2,2,2,1,1,1, ,3,2,1,30,2,2,5,1,2,2, , , ,2,3,1,4,1,3,1,9999999,550,100,100, ,9,2
1106,1,1,1,2,3,2,3,2,1,2,1,1,3,2,2,3,2,1,1,1,2,2,3,3,4,1,3,1,5,5,3,3,2, ,1,3,3,1,3,2,2,1,1,3,5,5,7,10,10,10,10,3,4,5,2,2,3,1,2,2,1,1,1,2,3,2,3,2,1,100,2,100,2,3,3,3,3,3,4,3,3,3,3,3,3,1,2,2,2,1,1,1,3,1,4,2,2,2,2,5,1,3,3,3,3,4,4,1,3,1,1,4,1,1,1,6,2,3,2,2,1,1,2,2,2,2,2,2,2,3,3,2,3,3,2,2,2,3,4,1,1,1,1,1,1,1,1,98,2,1,2,1, ,1,2,1,22,1,1,6,1,2,3, , , ,1, ,1,1,1,3,1,9999999,250,100,100, ,6,1
793,1,1,1,2,3,3,2,2,1,2,1,2,3,2,2,2,2,2,2,1,1,1,2,3,2,99,5,2,5,5,3,3,2, ,1,1,1,1,3,2,2,1,1,3,5,7,7,6,8,9,8,5,6,5,1,1,1,1,3,3,3,3,1,1,1,2,2,2,2,100,4,100,3,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,1,1,98,98,2,1,3,1,1,1,2,2,2,2,2,2,1,3,3,3,2,1,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,1,3,3,3,3,2,3,1,1,1,1,1,1,2,2,2,1,1,2,2,1, ,1,1,1,35,3,1,6,1,1, ,1,4,2,2,13,1,1,1,3,1,300,300,100,100,8,7,1
464,1,1,1,2,3,3,3,2,2,2,2,1,1,1,2,2,1,1,1,2,2,2,1,4,4,1,3,1,5,5,4,4,2, ,1,3,3,2,4,2,2,2,2,2,6,5,7,10,10,10,10,6,8,7,3,3,3,2,3,3,3,3,3,3,3,4,4,3,1,100,3,100,1,2,2,2,2,2,4,4,3,3,3,2,2,2,3,1,2,3,1,1,2,1,5,1,1,2,2,3,4,1,1,1,1,1,1,2,3,1,1,1,1,1,1,3,3,3,3,2,2,2,4,4,4,4,4,4,4,2,2,1,4,4,3,3,3,3,3,1,1,1,1,1,3,3,3,2,2,3,2,2, ,3,3,2,25,2,1,6,1,2,4, , , ,1, ,1,2,1,1,1,9999999,150,100,100, ,2,2
586,1,1,1,2,3,3,3,2,2,2,2,1,3,2,2,2,98,1,3,3,1,3,2,4,2,1,3,1,5,5,1,1,2, ,1,2,1,3,4,2,2,2,1,2,98,98,7,9,10,98,98,6,4,2,1,3,3,3,4,2,4,2,1,4,4,2,2,3,1,100,2,100,2,2,2,1,1,1,2,3,2,1,1,1,1,1,4,1,4,1,98,98,2,4,6,1,1,1,2,1,1,1,2,2,2,3,2,3,3,1,1,2,3,1,1,1,2,4,1,4,1,2,3,2,1,4,4,1,4,3,3,3,2,2,2,1,2,3,4,1,2,2,1,98,3,4,4,2,1,4,2,2, ,2,2,1,23,1,1,4,1,2,4, , , ,1, ,1,1,1,3,1,9999999,600,100,100, ,10,1
359,1,1,1,2,3,3,3,3,3,2,1,2,1,1,2,2,1,2,1,3,1,4,3,3,3,1,3,1,1,5,1,1,1,1,1,3,3,3,4,2,2,3,2,3,10,10,3,10,1,10,95,5,10,10,1,2,1,1,2,1,2,1,3,3,3,2,1,3,2,100,1,100,3,3,3,3,3,3,4,4,4,1,1,1,1,4,3,1,1,4,98,1,2,4,3,2,2,1,1,1,1,1,99,2,2,1,1,3,4,1,1,4,3,1,1,6,2,3,1,1,3,3,1,1,1,4,1,1,1,99,3,3,3,3,2,1,1,1,4,1,1,1,1,1,4,4,1,1,1,3,2,4,3,1,1,1,20,1,2,4,1,2,3, , , ,1, ,1,2,1,2,1,9999999,150,100,100, ,2,1
262,1,1,1,2,4,4,4,2,4,2,1,2,3,1,1,2,1,3,98,4,2,3,98,3,3,1,2,3,2,5,1,1,1,1,2,3,3,2,4,3,3,3,2,98,9,6,8,8,7,6,7,7,7,5,1,3,3,3,98,98,98,98,2,3,3,2,2,2,1,100,2,100,2,3,3,2,2,4,3,1,2,1,1,3,3,1,4,3,3,1,1,1,2,1,6,2,2,2,4,5,1,1,3,4,3,2,3,3,3,2,2,2,1,2,1,6,1,3,1,3,1,98,3,2,2,4,2,2,4,1,1,1,2,2,3,3,1,1,3,1,1,1,1,1,98,98,98,98,98,1,2,2, ,2,2,2,27,2,1,6,1,1, ,1,4,2,1, ,1,1,1,1,1,325,900,100,100,9,10,1
864,1,1,1,2,98,98,98,98,98,99,98,1,98,2,98,98,98,98,98,98,98,98,98,4,4,98,98,98,5,5,98,98,2, ,1,3,3,3,5,99,99,99,99,3,96,96,2,96,96,96,96,5,7,6,98,98,98,98,99,99,99,99,2,3,3,1,1,1,1,100,98,100,98,2,98,98,98,98,99,99,98,99,99,99,99,4,4,2,2,2,98,98,1,4,1,2,2,2,2,5,1,99,99,99,99,99,99,99,4,2,2,3,1,2,1,6,98,98,98,98,98,98,2,2,2,3,2,2,3,98,98,98,2,2,2,2,98,98,98,1,1,1,1,1,98,98,98,98,98,98,98,2, ,98,98,98,30,2,2,3,1,2,2, , , ,2,7,1,1,1,2,3,9999999,200,100,100, ,4,1
751,1,1,1,3,1,1,1,1,1,2,1,1,3,2,2,1,98,1,1,1,1,1,1,4,4,1,1,98,5,5,98,98,2, ,1,3,3,4,3,98,1,3,4,97,98,98,98,98,98,98,98,10,10,10,98,2,2,98,98,98,98,98,1,1,1,1,1,1,98,100, ,100, , ,1,1,98,2,1,1,1,1,1,1,1,1,1,1,2,4,98,98,1,1,4,2,2,2,1,5,1,98,2,3,2,3,4,2,2,1,1,1,1,1,1,1,98,4,3,4,98,4,98,3,3,4,4,4,4,98,3,98,1,2,1,3,2,3,1,1,98,1,3,1,2,98,2,98,2,2,98,1, ,1,1,1,47,4,2,1,0,2,2, , , ,2,14,1,5,1,2,1,9999999,100,100,100, ,1,1
1296,1,1,1,3,1,1,4,1,4,2,1,1,1,2,98,98,98,1,3,4,2,4,2,4,4,1,3,3,5,5,3,1,2, ,1,1,3,1,4,3,3,3,1,4,4,6,10,7,2,5,1,8,7,10,1,3,1,2,2,1,4,1,2,3,2,3,2,1,1,100,3,100,2,2,4,1,3,3,2,2,1,1,1,1,1,1,97,97,97,97,98,98,2,6,4,1,2,2,2,5,1,1,3,3,1,2,1,1,3,2,2,4,4,2,1,99,3,3,2,2,2,3,3,3,3,3,2,2,2,2,2,1,2,3,2,2,2,1,2,1,1,2,1,1,1,2,2,2,1,3,2,1, ,2,2,3,21,1,1,5,1,2,3, , , ,1, ,1,3,1,3,97,9999999,250,100,100, ,6,1
551,1,1,1,4,1,1,2,1,4,2,2,2,1,2,2,1,2,3,1,2,1,1,4,4,2,1,2,2,5,5,1,1,2, ,1,3,3,4,3,3,3,3,2,2,1,1,1,1,1,1,1,10,5,10,1,2,1,1,2,4,4,4,1,2,3,1,1,1,1,100,3,100,3,1,3,2,3,3,2,2,1,1,3,1,3,4,4,1,4,2,98,1,3,4,1,2,2,2,3,5,1,3,3,3,3,3,3,2,2,2,2,2,2,2,2, ,3,2,3,2,2,2,2,2,3,3,2,2,2,3,3,3,2,2,2,2,3,2,2,1,1,1,1,1,98,98,2,1,1,2,98,1, ,2,2,98,40,3,1,2,1,1, ,1,7,2,2,13,1,4,2, ,3,200,200,100,100,5.5,4,1
221,1,1,1,4,4,2,4,1,2,2,2,1,3,1,2,2,1,4,1,2,1,4,3,4,4,98,4,3,5,5,3,4,2, ,1,3,3,4,2,3,2,3,3,4,5,5,5,5,5,5,5,10,10,5,3,2,2,4,3,3,4,1,2,4,4,2,1,4,2,100,1,100,2, ,3,2,4,3,4,4,4,3,3,1,1,1,4,2,1,1,98,1,2,98,98,1,2,1,3,5,1,4,1,4,1,1,1,2,1,1,1,3,3,3,1,1,2,2,3,4,1,1,4,4,1,1,4,1,4,1,2,2,4,4,1,3,4,1,4,1,1,3,3,3,1,2,4,2,2,3,2,4,2,2,3,2,48,4,1,3,1,1, ,1,5,1,2,13,1,3,1,3,3,160,160,100,100,4,3,1
968,1,1,2,1,1,1,2,1,4,2,2,2,2,1,1,98,2,3,2,3,2,2,1,4,3,3,3,3,5,5,2,1,2, ,1,3,3,2,3,2,2,3,2,2,4,98,3,7,10,7,7,7,8,8,2,3,1,2,98,4,4,4,2,3,4,2,2,2,1,100,2,100,4,2,3,2,3,2,2,1,1,2,2,3,1,4,4,1,1,2,2,1,2,6,4,2,2,2,2,5,2,2,3,3,2,2,3,3,4,2,2,2,2,1,1,5,3,3,2,2,2,3,3,2,2,2,2,2,3,2,2,1,3,3,2,2,2,1,2,1,1,1,1,1,2,3,3,2,1,2,2,1, ,2,1,2,43,3,1,5,1,1, ,1,3,2,2,13,1,3,1,2,1,350,350,100,100,9,8,2
1167,1,1,2,1,1,1,4,1,4,2,1,1,3,2,2,3,98,1,1,1,1,1,1,2,1,1,2,4,5,4,3,4,1,1,1,3,3,2,1,4,3,4,1,4,96,96,2,9,1,8,3,3,10,6,2,1,2,1,1,98,98,98,2,2,2,2,2,2,2,100,3,100,2,3,4,4,4,4,4,2,3,1,1,1,1,3,1,2,2,1,1,1,2,4,6,2,2,2,2,6,1,3,3,2,3,2,2,1,97,4,4,1,1,1,1,3,3,3,2,3,2,3,1,1,3,3,3,3,3,2,2,2,2,3,3,1,2,2,3,1,1,1,1,1,2,2,3,2,2,2,2,3,2,2,2,2,45,4,1,6,1,2,1, , , ,2,2,1,3,2, ,3,450,1200,100,100,9,10,1
19,1,1,2,1,2,1,2,1,3,2,1,2,1,1,2,2,1,1,98,98,2,4,1,2,2,1,2,3,5,2,3,1,1,6,2,3,3,4,3,3,3,2,1,2,5,5,2,3,8,4,1,7,6,7,2,3,2,3,2,4,4,4,2,3,2,2,2,2,5,100,3,100,3,1,3,3,3,3,2,2,2,1,1,1,1,1,1,1,2,1,98,1,3,1,6,2,2,1,2,1,1,2,3,2,3,3,1,1,3,1,1,2,1,1,1,5,2,3,1,3,3,1,1,1,2,4,1,1,1,3,2,1,3,3,3,2,1,3,2,1,1,1,1,3,2,2,3,1,1,2,2,2, ,2,2,2,35,3,2,5,1,2,2, , , ,2,4,1,2,1,2,1,9999999,500,100,100, ,9,1
807,1,1,2,1,2,1,3,1,4,2,2,2,98,1,2,1,1,2,1,1,2,3,98,3,2,1,2,98,5,5,2,2,2, ,1,3,3,4,2,98,2,3,2,3,7,5,3,8,10,9,2,6,7,7,1,3,1,2,2,3,3,2,2,2,2,2,1,1,98,100, ,100, , ,2,2,2,3,3,1,2,2,1,1,1,1,98,1,3,2,98,1,1,2,1,2,2,1,2,5,1,2,2,3,3,2,2,2,3,1,1,2,2,4,1,1,3,3,3,2,2,3,2,2,1,3,2,2,3,2,2,1,2,2,2,2,98,1,3,1,1,1,1,1,3,3,3,98,98,98,2,2, ,3,2,3,32,2,2,6,1,1, ,2,3,1,2,12,1,2,1,2,1,200,400,100,100,5.5,8,1
834,1,1,2,1,2,2,2,97,98,2,2,2,3,2,2,1,1,2,2,1,2,5,2,2,2,1,3,2,5,5,2,2,2, ,1,3,3,4,3,2,3,2,3,3,8,7,95,7,10,9,9,10,9,10,98,98,98,98,99,99,99,99,2,2,2,2,2,1,98,100, ,100, , ,2,1,2,2,3,2,3,2,2,1,1,2,2,1,2,3,98,98,2,6,5,2,2,2,2,5,1,2,3,2,3,2,2,3,4,1,1,1,1,1,1,4,2,3,2,3,2,1,1,1,2,3,1,2,2,3,2,3,2,3,4,4,4,2,2,1,3,3,3,3,2,2,99,99,99,99,99,99, ,2,2,1,43,3,2,5,1,2,2, , , ,3, ,1,3,2, ,3,9999999,750,100,100, ,10,1
1022,1,1,2,1,2,2,3,2,4,2,2,2,3,1,2,2,2,3,2,2,2,2,2,2,1,1,4,3,5,5,3,2,2, ,1,3,3,3,4,2,2,2,2,4,7,7,2,8,10,7,6,5,5,6,2,2,2,2,98,98,98,98,3,3,3,3,2,3,1,100,2,100,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,98,98,2,6,4,1,1,1,98,5,2,2,2,2,2,3,2,2,3,3,3,3,2,2,2, ,3,3,1,3,2,2,2,2,3,3,2,2,3,3,3,3,2,2,2,2,2,98,3,1,1,1,1,1,98,98,3,2,2,3,2,2, ,2,2,2,26,2,2,4,1,2,2, , , ,2,12,1,2,1,2,1,9999999,220,100,100, ,5,1
120,1,1,2,1,3,1,1,1,2,2,2,1,2,2,2,1,2,1,1,1,1,1,2,2,4,1,2,3,5,5,2,2,2, ,1,3,3,1,3,3,3,3,3,1,98,98,98,98,98,98,98,5,5,5,1,2,1,2,1,2,1,2,2,3,2,2,2,2,1,100,2,100,3,4,4,3,4,4,2,3,4,1,2,1,1,1,2,1,2,2,98,98,3,1,2,2,2,2,1,5,1,2,2,1,2,1,1,1,3,1,1,1,1,2,1,6,3,3,1,3,4,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,4,1,1,1,1,1,1,3,1,2,2,2,1,3,1,2,1,2,20,1,2,4,1,2,2, , , ,1, ,1,2,1,2,1,9999999,150,100,100, ,2,1
715,1,1,2,1,3,4,2,2,98,2,2,4,3,2,2,98,98,5,5,5,5,5,3,3,3,1,4,4,5,5,1,1,2, ,2,3,3,2,4,2,2,2,2,4,98,98,98,98,98,98,10,6,3,1,2,3,3,2,4,4,4,4,2,3,3,2,2,2,4,100,5,100,1, ,2,2,2,2,3,3,4,3,98,2,2,1,98,1,4,2,98,1,2,1,4,2,2,2,4,5,1,3,3,2,1,1,1,2,4,1,2,1,2,1,1,6,2,3,2,2,4,1,2,2,1,1,3,2,4,3,3,2,1,3,4,2,1,3,98,1,1,1,1,1,1,4,4,1,1,2,2,1, ,2,2,2,30,2,2,4,1,2,2, , , ,2,6,1,3,1,2,3,9999999,400,100,100, ,8,1
1136,1,1,2,2,1,1,1,1,1,2,1,1,1,2,2,98,97,1,1,1,1,4,98,4,98,98,3,98,5,5,2,1,2, ,1,3,3,3,4,2,2,1,1,4,98,98,98,98,98,98,98,7,98,10,1,2,3,3,4,98,98,98,2,3,3,4,3,98,1,100,5,100,2,4,2,3,2,3,4,2,3,2,2,3,2,1,1,2,3,2,98,98,1,1,2,2,2,2,1,5,1,2,2,98,3,1,2,3,1,4,4,4,4,4,1,99,2,3,98,98,4,2,1,1,2,1,1,1,1,98,98,98,3,2,3,2,2,3,2,1,1,1,1,1,4,3,97,2,2,4,1,2, ,4,4,2,19,1,2,3,1,2,3, , , ,1, ,1,4,1,2,1,9999999,80,100,100, ,1,1
1108,1,1,2,2,1,1,1,1,1,2,1,2,3,1,2,2,1,1,2,1,1,1,2,1,2,1,2,2,5,5,2,2,2, ,1,2,2,1,3,4,4,4,3,2,5,6,6,7,8,9,9,6,6,5,1,1,1,1,4,4,4,4,1,1,2,3,2,1,1,100,2,100,2,2,3,3,3,3,2,4,3,3,3,3,3,3,3,3,1,1,98,98,2,1,4,1,1,1,2,5,2,3,3,3,3,2,2,2,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,1,1,2,2,1,3,3,3,3,3,3,3,1,1,1,1,1,3,4,3,98,2,3,2,3,2,3,2,2,35,3,1,6,1,1, ,1,4,1,2,3,1,1,1,3,1,350,900,100,100,9,10,1
597,1,1,2,2,1,1,1,1,2,2,1,2,98,1,2,1,1,2,2,2,2,1,1,3,1,1,1,2,5,5,3,1,2, ,1,3,3,2,3,3,3,3,2,98,98,98,98,98,98,98,98,9,9,10,1,2,98,1,98,4,98,98,98,98,98,98,98,98,1,100,98,100,3,2,98,98,98,98,98,98,98,98,98,98,98,4,4,1,98,98,98,98,98,99,99,2,2,2,98,5,1,99,99,99,99,99,99,99,4,99,99,99,99,99,99, ,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,98,98,98,98,98,98,98,98,98,98,98,2, ,98,98,98,30,2,2,5,1,1, ,1,3,1,2,3,1,3,2, ,99,175,300,100,100,5.5,7,2
730,1,1,2,2,1,1,1,1,98,2,1,1,3,1,2,1,98,1,1,1,5,5,2,4,4,1,3,2,5,5,98,98,2, ,1,3,3,4,3,98,98,98,98,2,98,98,98,98,98,98,98,98,10,10,98,98,98,98,98,98,98,98,1,98,98,1,1,98,1,100,98,100,4,2,98,98,98,98,98,98,98,98,98,98,98,4,4,1,1,1,98,98,1,6,5,2,2,2,2,5,1,98,98,98,98,98,98,98,98,4,1,4,4,4,1,6,98,98,98,98,98,98,1,1,1,4,1,1,1,3,3,3,1,1,1,1,1,1,98,1,1,3,3,3,98,98,98,98,98,98,2,1, ,1,1,1,60,5,2,1,0,2,2, , , ,3, ,1,5,1,2,1,40,100,100,100,1,1,2
711,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,4,2,3,2,1,3,2,5,5,2,1,2, ,1,3,3,2,4,3,3,3,2,2,98,8,10,10,10,10,10,10,8,10,1,3,2,1,1,4,2,2,2,2,2,2,2,2,1,100,2,100,3,1,2,2,2,3,2,4,2,1,1,1,1,4,1,1,2,1,1,1,2,2,3,1,1,1,2,5,1,2,2,3,3,2,2,1,2,1,1,2,3,2,1,1,3,3,3,3,3,2,2,2,3,3,2,2,2,3,3,3,2,3,2,2,2,1,2,1,1,3,3,3,2,4,2,1,1,3,2,2, ,2,2,2,34,2,2,3,1,2,2, , , ,2,7,1,2,1,2,1,9999999,130,100,100, ,2,2
515,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,3,1,1,4,2,5,5,2,2,2, ,1,3,3,3,4,3,2,3,2,2,3,10,9,5,10,5,9,5,5,5,98,3,2,98,2,3,4,4,2,3,3,3,2,2,5,100,2,100,2, ,2,1,2,3,1,3,2,1,2,1,2,1,2,1,1,2,98,98,1,4,6,2,2,2,2,5,1,1,3,3,3,2,2,2,3,1,1,3,3,3,1,1,3,3,1,3,3,2,2,2,3,2,2,2,3,3,3,3,2,2,3,2,2,2,4,1,1,98,98,3,2,3,3,2,1,3,2,2, ,4,4,4,36,3,1,4,1,1, ,2,6,1,2,13,1,3,1,1,1,150,150,100,100,3,2,2
312,1,1,2,2,2,1,2,1,3,2,1,2,3,2,2,2,1,1,5,5,5,5,2,4,3,3,4,2,5,5,2,1,2, ,2,3,3,2,1,3,3,3,2,4,98,98,98,9,98,98,98,7,5,6,98,98,98,98,98,98,98,98,2,3,3,2,1,1,1,100,3,100,4,3,2,3,3,3,3,2,2,1,1,1,1,3,3,1,1,1,1,1,2,6,5,1,1,1,2,5,1,2,3,2,4,3,1,3,4,1,1,4,4,3,2,1,4,4,1,4,4,4,4,2,1,4,4,4,4,3,3,3,3,2,3,3,4,3,3,1,98,98,98,98,4,4,3,98,1,2,98,2, ,3,2,4,29,2,2,7,1,1, ,2,3,2,1, ,1,2,1,2,1,70,180,100,100,1,3,1
741,1,1,2,2,2,1,3,2,3,2,1,1,2,1,2,2,1,2,3,2,3,3,2,1,1,1,97,1,2,5,2,1,2, ,1,3,2,2,3,2,2,3,1,4,9,10,5,9,10,6,8,10,8,8,1,3,2,2,2,3,4,4,2,3,2,2,2,3,5,100,4,100,4, ,2,3,2,3,2,1,1,1,1,2,1,4,4,2,2,3,1,1,2,4,3,1,2,2,2,1,1,3,2,2,3,3,3,2,2,1,2,3,2,2,1,1,3,2,2,3,2,2,3,3,2,3,3,3,3,3,3,1,3,3,4,4,1,3,2,1,1,2,2,1,2,2,3,1,2,2,2,2, ,1,2,1,42,3,1,6,1,1, ,2,6,2,2,13,1,4,1,3,1,300,300,100,100,8,7,1
1177,1,1,2,2,2,1,4,1,4,2,2,1,3,1,2,1,98,1,4,2,2,2,98,4,3,1,3,2,5,4,3,1,1,1,1,3,2,4,1,4,2,1,98,1,95,98,95,7,5,95,8,6,1,5,4,4,1,2,1,4,4,4,2,2,4,2,2,5,1,100,2,100,2,3,4,2,2,2,4,2,2,3,2,1,2,1,4,1,4,1,2,1,2,1,4,2,2,1,1,5,1,2,3,3,1,3,2,1,2,2,4,4,4,1,1,7,2,4,3,3,2,2,2,3,1,3,3,3,3,3,3,3,2,4,4,2,4,3,3,1,1,1,1,1,3,98,98,2,2,98,2,3,2,4,4,4,41,3,1,4,1,1, ,1,7,2,2,13,1,3,1,2,3,500,500,100,100,10,9,1
1120,1,1,2,2,3,2,2,2,4,2,1,1,2,2,2,3,1,1,4,3,2,2,2,2,2,1,2,2,5,5,2,1,2, ,1,3,3,3,4,2,3,2,3,3,6,5,10,98,98,98,9,7,7,7,2,3,2,1,3,2,3,2,4,4,3,2,1,1,1,100,2,100,4,2,2,1,2,1,3,3,2,1,1,1,1,1,4,2,1,2,98,98,2,1,6,1,1,1,4,3,2,2,1,3,1,2,1,1,1,3,2,3,2,2,1,99,2,3,2,1,3,1,3,2,3,2,1,1,1,2,3,1,4,3,3,2,1,2,2,1,1,3,3,3,1,2,1,2,2,1,2,1, ,2,2,1,20,1,2,4,1,2,2, , , ,2,12,1,2,1,2,1,9999999,180,100,100, ,3,1
251,1,1,2,3,1,1,2,1,3,2,1,1,1,1,2,2,1,1,5,2,1,3,1,3,1,1,2,3,5,5,1,2,2, ,2,2,3,1,4,1,3,2,4,2,5,4,2,6,1,2,1,10,4,4,1,2,4,1,1,2,4,1,2,3,1,2,3,2,1,100,3,100,2,2,1,2,3,1,3,1,1,3,4,2,1,1,3,2,1,2,1,2,1,1,4,1,2,2,2,1,1,2,4,1,3,1,2,2,1,2,2,2,1,2,1,4,1,2,3,4,3,2,1,2,1,1,3,2,1,1,2,1,1,2,2,2,1,1,4,1,1,2,2,1,3,3,2,1,1,2,1,3,1,1,2,1,27,2,2,6,1,2,2, , , ,1, ,1,3,2, ,1,9999999,350,100,100, ,8,1
837,1,1,2,3,2,98,98,2,98,2,2,3,2,2,98,98,98,2,3,2,2,2,1,4,3,1,98,2,98,5,2,2,2, ,1,98,98,4,2,2,2,2,2,1,98,96,96,96,96,96,96,7,7,7,2,2,2,2,4,4,4,3,2,3,3,2,2,3,1,100,2,100,1,1,2,2,3,3,3,3,4,2,2,2,2,4,3,2,2,2,98,98,2,5,4,2,1,1,3,5,1,2,3,3,2,2,2,1,4,3,3,1,3,2,2, ,2,3,3,2,2,2,3,2,2,3,2,2,3,2,2,2,2,3,2,3,3,2,2,1,1,1,1,1,2,2,3,1,1,2,2,2, ,2,3,2,61,5,2,3,1,2,2, , , ,3, ,1,1,1,2,1,9999999,450,100,100, ,9,1
865,1,1,3,1,2,2,2,1,4,99,1,1,98,2,99,99,99,1,1,1,1,3,98,4,4,99,2,3,5,98,2,1,98, ,98,1,3,1,4,99,99,99,99,3,4,4,2,10,10,8,10,7,5,7,98,98,98,98,99,99,99,99,3,3,3,2,2,2,1,100,5,100,4, ,4,1,4,4,1,1,1,1,2,1,1,1,3,2,1,2,98,98,2,1,2,2,2,1,2,5,2,3,3,2,3,3,3,98,4,3,3,3,3,2,2, ,98,98,98,98,98,1,1,2,2,4,2,3,1,1,2,2,1,2,2,1,2,3,3,1,1,3,3,3,3,98,2,1,1,3,2,2, ,1,2,1,22,1,2,4,1,2,2, , , ,2,7,1,2,1,2,3,9999999,120,100,100, ,1,2
760,1,1,3,1,2,2,2,2,2,2,1,2,3,1,2,1,1,2,2,3,4,2,1,4,2,1,2,2,5,5,2,2,1,1,1,3,3,2,3,3,3,3,3,4,95,6,8,9,5,8,1,10,9,10,2,3,2,2,2,4,4,2,2,3,3,2,2,2,2,100,1,100,4,2,3,2,3,3,2,2,2,2,2,2,2,4,4,4,4,1,98,98,1,4,6,1,2,2,3,5,1,3,3,3,3,2,2,2,3,2,2,4,4,1,1,6,3,3,2,3,2,2,3,3,2,3,2,2,3,3,3,3,3,3,2,2,2,1,4,1,1,2,2,1,2,3,3,1,2,2,2,2, ,2,2,2,31,2,1,3,1,1, ,1,2,2,1, ,1,4,2, ,3,300,300,100,100,8,7,2
543,1,1,3,1,2,2,3,2,3,2,1,1,1,2,2,98,2,1,5,5,5,4,1,2,2,1,3,4,5,5,3,3,2, ,1,3,3,2,1,3,3,3,3,4,98,96,95,98,2,5,1,4,9,1,1,4,98,98,1,4,4,4,3,3,3,3,2,1,1,100,2,100,3,2,4,4,4,4,4,4,4,1,1,1,1,3,1,1,2,1,98,1,2,6,5,2,2,2,98,5,2,2,3,2,4,1,1,1,3,4,4,4,4,4,1,99,4,4,4,4,4,1,1,1,4,4,2,2,2,1,1,1,1,3,4,4,1,3,3,1,1,1,1,1,98,98,4,2,2,3,2,4,3,3,3,3,23,1,2,6,1,2,2, , , ,2,12,1,2,1,2,3,9999999,220,100,100, ,5,1
